27205
55	90	0
331	90	2
269	83	2
447	94	2
25	94	0
435	109	2
163	117	2
39	88	0
534	121	2
621	104	2
39	366	1
331	116	2
30	121	0
163	125	2
163	109	2
5	163	1
163	104	2
425	106	2
36	118	0
75	120	0
321	85	2
534	89	2
16	80	0
44	89	0
152	124	2
218	83	2
67	391	1
55	95	0
555	119	2
624	121	2
632	121	2
269	116	2
8	120	0
303	88	2
357	98	2
269	121	2
42	120	0
43	116	0
27	122	0
399	118	2
30	99	0
425	95	2
562	94	2
163	116	2
8	116	0
379	104	2
2	163	1
204	85	2
329	124	2
163	118	2
579	118	2
555	93	2
163	110	2
624	83	2
246	89	2
45	101	0
8	129	0
51	88	0
17	100	0
379	95	2
423	121	2
470	116	2
559	116	2
164	105	2
425	99	2
300	119	2
379	120	2
379	95	2
356	118	2
152	95	2
323	89	2
607	101	2
138	116	2
23	103	0
331	106	2
534	81	2
563	118	2
571	121	2
310	89	2
55	163	1
331	123	2
535	120	2
51	85	0
479	105	2
269	89	2
19	100	0
5	121	0
331	110	2
226	85	2
55	121	0
71	95	0
331	119	2
427	89	2
572	89	2
326	128	2
534	95	2
72	98	0
9	163	1
582	95	2
58	204	1
58	572	1
50	104	0
34	106	0
269	124	2
221	94	2
534	95	2
55	266	1
300	116	2
152	106	2
511	110	2
410	83	2
73	118	0
204	94	2
348	120	2
269	88	2
554	121	2
218	118	2
554	85	2
206	124	2
348	101	2
306	109	2
391	94	2
246	94	2
490	88	2
218	122	2
16	83	0
235	94	2
34	98	0
55	121	0
349	83	2
66	116	0
72	116	0
16	163	1
8	83	0
532	100	2
256	111	2
246	124	2
621	85	2
571	89	2
571	89	2
571	123	2
379	104	2
28	309	1
7	115	0
22	80	0
163	95	2
532	94	2
490	114	2
218	89	2
46	470	1
492	117	2
51	120	0
76	94	0
490	99	2
559	121	2
55	95	0
435	116	2
55	80	0
51	120	0
410	98	2
269	83	2
209	116	2
163	128	2
30	534	1
8	246	1
269	111	2
27	106	0
435	114	2
204	114	2
266	104	2
30	109	0
30	204	1
50	559	1
204	89	2
66	104	0
3	99	0
432	106	2
441	100	2
32	99	0
621	110	2
348	106	2
246	118	2
218	88	2
44	269	1
379	88	2
204	89	2
204	121	2
518	85	2
163	88	2
580	110	2
534	110	2
414	95	2
9	80	0
382	107	2
0	323	1
534	121	2
52	95	0
40	83	0
329	124	2
297	123	2
481	111	2
58	94	0
492	110	2
571	89	2
55	95	0
331	90	2
159	93	2
46	425	1
331	90	2
51	481	1
235	94	2
55	121	0
572	99	2
30	121	0
51	111	0
303	103	2
391	88	2
546	120	2
46	116	0
329	104	2
379	116	2
30	124	0
269	106	2
451	121	2
492	110	2
30	121	0
218	83	2
435	109	2
75	103	0
5	99	0
66	92	0
297	109	2
4	562	1
44	116	0
30	89	0
2	204	1
269	119	2
215	109	2
210	117	2
61	97	0
470	105	2
76	120	0
30	81	0
624	114	2
36	104	0
185	93	2
397	89	2
73	90	0
300	121	2
32	98	0
1	88	0
336	122	2
532	83	2
379	117	2
235	123	2
53	382	1
51	88	0
55	111	0
32	379	1
487	85	2
348	106	2
55	121	0
185	120	2
423	104	2
40	124	0
44	121	0
571	110	2
492	85	2
204	85	2
410	103	2
321	85	2
348	109	2
36	309	1
508	106	2
0	331	1
571	99	2
72	204	1
269	111	2
163	100	2
269	115	2
464	83	2
185	88	2
30	109	0
435	105	2
163	83	2
532	89	2
150	80	2
318	83	2
435	111	2
204	94	2
2	447	1
348	101	2
348	93	2
67	101	0
336	103	2
382	111	2
74	114	0
463	121	2
303	109	2
215	104	2
218	120	2
427	111	2
385	99	2
432	116	2
151	80	2
382	116	2
36	89	0
526	99	2
318	98	2
379	95	2
204	117	2
620	116	2
246	119	2
379	114	2
72	348	1
444	124	2
441	80	2
382	123	2
67	98	0
16	124	0
204	99	2
161	119	2
353	94	2
269	112	2
331	85	2
235	88	2
4	294	1
42	318	1
423	116	2
348	83	2
14	96	0
50	116	0
492	114	2
500	106	2
185	120	2
621	99	2
2	88	0
4	124	0
609	114	2
435	83	2
423	89	2
55	98	0
534	121	2
63	111	0
410	83	2
25	126	0
164	83	2
36	116	0
331	81	2
379	110	2
16	99	0
331	110	2
136	106	2
571	85	2
42	246	1
331	89	2
10	567	1
3	83	0
355	118	2
204	117	2
51	89	0
55	85	0
534	95	2
269	93	2
382	106	2
215	121	2
204	125	2
318	116	2
204	109	2
204	117	2
150	88	2
163	80	2
379	125	2
30	89	0
45	94	0
204	106	2
218	116	2
269	111	2
6	125	0
432	121	2
618	121	2
43	101	0
160	124	2
621	89	2
5	128	0
517	116	2
218	88	2
379	90	2
210	109	2
300	89	2
584	109	2
435	96	2
327	96	2
534	80	2
32	95	0
532	124	2
204	110	2
526	114	2
435	118	2
427	88	2
35	99	0
598	109	2
14	88	0
16	124	0
69	120	0
163	89	2
426	116	2
5	117	0
555	88	2
74	116	0
246	83	2
34	106	0
331	105	2
16	124	0
559	123	2
151	88	2
219	106	2
163	90	2
508	109	2
2	500	1
331	109	2
5	95	0
26	447	1
331	83	2
62	329	1
204	96	2
36	117	0
43	94	0
269	96	2
321	121	2
4	106	0
204	116	2
331	111	2
321	94	2
4	120	0
423	111	2
291	118	2
441	124	2
379	121	2
204	121	2
382	104	2
584	116	2
40	624	1
14	106	0
327	116	2
348	128	2
163	110	2
62	124	0
349	99	2
27	111	0
36	93	0
32	98	0
376	94	2
492	113	2
269	111	2
269	111	2
423	105	2
22	104	0
6	80	0
218	97	2
5	85	0
534	95	2
266	110	2
323	80	2
34	382	1
8	501	1
25	93	0
36	89	0
47	326	1
382	89	2
218	105	2
571	110	2
554	83	2
30	100	0
185	120	2
55	210	1
41	94	0
36	93	0
571	100	2
55	89	0
5	120	0
51	120	0
2	109	0
391	98	2
423	99	2
332	128	2
74	104	0
348	120	2
425	83	2
320	121	2
271	106	2
163	118	2
331	123	2
571	114	2
323	124	2
331	95	2
580	111	2
14	106	0
6	98	0
492	121	2
55	117	0
1	105	0
185	106	2
508	117	2
291	80	2
39	120	0
163	100	2
562	120	2
23	124	0
55	180	1
569	81	2
185	106	2
44	89	0
501	94	2
160	93	2
614	120	2
423	110	2
435	121	2
36	116	0
163	85	2
584	121	2
401	117	2
204	89	2
306	95	2
379	95	2
435	121	2
144	116	2
6	85	0
348	98	2
24	511	1
331	121	2
235	120	2
492	117	2
163	109	2
51	124	0
204	80	2
492	120	2
571	121	2
391	120	2
14	94	0
180	99	2
435	118	2
218	120	2
10	80	0
40	83	0
218	106	2
0	82	0
534	109	2
204	123	2
204	120	2
559	99	2
30	83	0
6	204	1
46	106	0
161	90	2
30	114	0
269	88	2
163	112	2
382	106	2
228	117	2
435	104	2
221	104	2
16	116	0
55	163	1
163	95	2
44	109	0
2	109	0
331	94	2
436	94	2
51	89	0
517	81	2
331	100	2
2	500	1
435	99	2
379	109	2
559	109	2
441	89	2
0	95	0
55	423	1
427	100	2
150	95	2
204	125	2
391	126	2
481	88	2
267	120	2
269	93	2
281	90	2
221	88	2
35	269	1
49	124	0
391	98	2
500	121	2
55	362	1
30	534	1
28	119	0
6	90	0
517	120	2
48	83	0
269	83	2
435	116	2
30	81	0
218	120	2
348	85	2
268	118	2
363	93	2
610	94	2
55	89	0
348	94	2
51	185	1
382	106	2
35	95	0
269	95	2
25	391	1
19	435	1
55	121	0
624	95	2
204	117	2
72	106	0
67	101	0
183	89	2
318	119	2
204	109	2
331	101	2
423	110	2
326	84	2
55	95	0
423	88	2
51	83	0
534	100	2
373	99	2
348	120	2
0	80	0
185	106	2
481	111	2
435	83	2
200	120	2
269	114	2
481	114	2
435	88	2
51	114	0
571	112	2
17	114	0
16	100	0
67	348	1
30	100	0
470	103	2
19	93	0
215	89	2
164	83	2
562	114	2
17	85	0
534	100	2
563	99	2
331	100	2
391	101	2
204	121	2
17	83	0
294	94	2
40	83	0
479	89	2
17	379	1
470	95	2
269	116	2
235	88	2
51	218	1
53	94	0
30	331	1
414	121	2
269	83	2
348	116	2
52	116	0
435	106	2
185	94	2
5	163	1
66	105	0
435	118	2
391	116	2
15	129	0
269	119	2
269	116	2
526	95	2
382	103	2
379	96	2
528	109	2
500	89	2
435	105	2
435	104	2
1	150	1
235	106	2
534	83	2
218	94	2
435	114	2
579	93	2
348	101	2
28	121	0
73	116	0
435	116	2
152	116	2
510	109	2
55	526	1
348	124	2
185	116	2
269	124	2
269	93	2
150	89	2
30	99	0
7	318	1
204	124	2
378	93	2
624	114	2
331	129	2
5	85	0
55	89	0
500	123	2
390	120	2
186	94	2
17	120	0
51	363	1
492	109	2
300	116	2
47	101	0
609	116	2
55	110	0
554	106	2
27	116	0
204	88	2
1	144	1
180	125	2
356	104	2
379	99	2
39	126	0
64	543	1
215	116	2
163	110	2
206	121	2
348	94	2
218	83	2
52	83	0
43	435	1
309	104	2
25	101	0
323	109	2
163	93	2
362	106	2
379	106	2
362	83	2
331	83	2
58	94	0
391	101	2
571	94	2
517	121	2
8	118	0
52	95	0
348	128	2
211	83	2
353	122	2
6	572	1
55	88	0
271	109	2
72	513	1
218	90	2
464	88	2
379	89	2
30	331	1
331	114	2
379	111	2
266	116	2
8	120	0
53	104	0
55	109	0
609	93	2
55	80	0
27	106	0
163	100	2
204	121	2
46	88	0
559	95	2
300	120	2
55	526	1
55	110	0
30	89	0
204	109	2
26	120	0
537	106	2
329	105	2
71	423	1
30	100	0
382	109	2
30	163	1
55	559	1
426	88	2
621	99	2
517	81	2
245	89	2
432	94	2
410	88	2
76	484	1
191	127	2
55	492	1
36	300	1
526	99	2
186	98	2
163	121	2
51	90	0
526	95	2
210	98	2
218	91	2
204	80	2
72	101	0
331	89	2
19	106	0
183	94	2
562	124	2
379	95	2
163	117	2
356	106	2
8	83	0
326	129	2
51	100	0
331	125	2
355	114	2
348	101	2
55	110	0
268	116	2
150	105	2
259	85	2
56	104	0
321	121	2
163	116	2
235	93	2
423	123	2
331	89	2
43	382	1
379	124	2
331	99	2
2	121	0
435	124	2
481	116	2
534	124	2
55	110	0
163	81	2
435	93	2
409	109	2
379	85	2
185	116	2
246	100	2
492	89	2
24	331	1
204	124	2
331	117	2
336	89	2
9	106	0
204	89	2
508	94	2
609	106	2
584	115	2
379	98	2
554	110	2
210	95	2
571	85	2
492	89	2
348	101	2
1	109	0
204	111	2
163	89	2
235	94	2
571	99	2
7	318	1
492	89	2
44	109	0
500	88	2
16	81	0
218	120	2
551	89	2
378	98	2
30	121	0
454	111	2
204	106	2
55	125	0
269	90	2
441	109	2
318	119	2
18	161	1
2	85	0
397	120	2
6	123	0
571	100	2
30	89	0
30	204	1
432	118	2
534	99	2
218	93	2
518	124	2
2	109	0
300	114	2
24	94	0
519	98	2
9	109	0
72	85	0
517	104	2
382	94	2
36	113	0
215	125	2
571	89	2
48	116	0
185	106	2
572	110	2
164	99	2
74	579	1
534	119	2
163	110	2
50	99	0
150	122	2
348	94	2
17	83	0
413	110	2
30	379	1
19	120	0
566	103	2
382	94	2
391	117	2
269	104	2
382	109	2
632	116	2
51	269	1
348	115	2
492	125	2
72	106	0
397	116	2
23	336	1
185	99	2
5	85	0
379	104	2
534	80	2
269	120	2
51	218	1
300	120	2
30	104	0
2	110	0
490	120	2
73	124	0
5	121	0
269	115	2
30	89	0
218	100	2
584	126	2
571	121	2
294	94	2
266	123	2
349	88	2
379	99	2
30	99	0
41	623	1
51	124	0
508	126	2
492	125	2
532	104	2
19	113	0
41	86	0
534	99	2
8	129	0
435	116	2
238	94	2
74	94	0
246	89	2
492	117	2
609	109	2
382	105	2
567	88	2
39	391	1
35	584	1
632	118	2
584	95	2
218	83	2
55	90	0
204	120	2
441	88	2
75	88	0
55	453	1
269	111	2
329	116	2
163	85	2
44	83	0
4	124	0
413	106	2
210	117	2
2	80	0
204	99	2
226	109	2
8	118	0
55	124	0
152	88	2
55	180	1
492	111	2
526	117	2
35	116	0
218	124	2
580	88	2
447	120	2
51	124	0
24	88	0
413	99	2
435	89	2
34	123	0
5	291	1
0	95	0
526	89	2
269	90	2
169	99	2
39	391	1
526	89	2
397	89	2
470	80	2
74	441	1
559	89	2
163	95	2
571	121	2
534	89	2
200	120	2
348	94	2
2	382	1
269	83	2
0	413	1
4	96	0
630	89	2
40	116	0
67	106	0
55	117	0
318	117	2
607	88	2
303	103	2
297	89	2
36	89	0
5	85	0
468	111	2
326	98	2
138	80	2
481	83	2
303	98	2
39	88	0
8	94	0
35	269	1
50	111	0
19	114	0
2	500	1
379	124	2
331	110	2
331	110	2
15	112	0
55	571	1
535	100	2
423	121	2
185	111	2
435	103	2
632	100	2
204	110	2
215	89	2
411	105	2
2	80	0
534	81	2
562	120	2
349	88	2
5	204	1
321	80	2
555	116	2
526	80	2
534	121	2
239	111	2
204	110	2
43	106	0
269	116	2
411	121	2
526	110	2
479	81	2
218	83	2
246	120	2
218	99	2
348	93	2
4	106	0
192	129	2
401	89	2
4	116	0
382	112	2
36	114	0
204	95	2
185	124	2
621	89	2
55	121	0
554	116	2
40	120	0
64	94	0
22	98	0
61	246	1
163	95	2
517	124	2
180	88	2
47	109	0
300	121	2
559	95	2
0	470	1
183	82	2
215	99	2
163	121	2
34	580	1
443	88	2
579	112	2
331	89	2
17	80	0
432	123	2
246	94	2
8	129	0
30	83	0
20	508	1
554	110	2
52	218	1
42	83	0
534	81	2
4	106	0
382	120	2
595	95	2
571	89	2
427	116	2
544	114	2
555	105	2
484	100	2
550	82	2
55	121	0
318	95	2
209	110	2
532	101	2
16	116	0
160	88	2
362	116	2
246	94	2
52	379	1
348	109	2
55	492	1
577	80	2
17	150	1
204	110	2
19	116	0
56	111	0
150	125	2
534	116	2
218	100	2
318	95	2
42	116	0
331	95	2
44	100	0
36	100	0
621	99	2
492	80	2
19	93	0
204	112	2
323	83	2
517	100	2
163	85	2
204	99	2
571	80	2
435	94	2
331	120	2
413	104	2
435	114	2
294	106	2
563	85	2
321	121	2
331	99	2
269	106	2
4	111	0
441	110	2
331	94	2
609	106	2
362	100	2
500	123	2
204	83	2
363	124	2
215	105	2
163	89	2
534	95	2
413	109	2
204	123	2
294	124	2
571	111	2
571	109	2
30	120	0
379	85	2
235	88	2
526	110	2
42	269	1
246	93	2
47	116	0
526	121	2
55	257	1
492	110	2
246	116	2
5	95	0
571	104	2
163	111	2
30	121	0
379	104	2
30	100	0
152	116	2
432	89	2
23	103	0
44	88	0
226	116	2
382	98	2
163	98	2
36	83	0
58	80	0
69	120	0
464	120	2
66	614	1
331	117	2
490	104	2
159	86	2
621	89	2
16	105	0
30	100	0
348	114	2
329	109	2
42	348	1
22	83	0
4	116	0
508	118	2
7	119	0
441	83	2
185	93	2
246	118	2
218	90	2
481	111	2
283	104	2
55	492	1
492	89	2
42	84	0
492	89	2
63	114	0
204	120	2
30	109	0
204	93	2
534	83	2
30	116	0
4	94	0
382	104	2
55	163	1
55	121	0
559	125	2
423	121	2
425	109	2
17	121	0
39	106	0
326	117	2
55	90	0
571	85	2
5	100	0
173	119	2
532	116	2
534	89	2
28	116	0
55	111	0
53	104	0
56	323	1
55	563	1
528	116	2
30	423	1
382	106	2
163	121	2
218	95	2
423	80	2
235	104	2
571	98	2
554	111	2
45	89	0
632	89	2
348	120	2
163	125	2
235	80	2
331	88	2
55	125	0
44	246	1
246	88	2
348	101	2
391	128	2
323	88	2
534	95	2
55	117	0
379	83	2
391	94	2
517	81	2
204	95	2
8	116	0
441	89	2
22	537	1
442	101	2
55	95	0
382	129	2
55	111	0
49	163	1
309	83	2
526	89	2
246	99	2
44	95	0
163	81	2
479	81	2
432	94	2
30	83	0
382	103	2
329	94	2
5	121	0
55	121	0
413	95	2
185	120	2
4	118	0
327	109	2
532	104	2
441	105	2
269	117	2
4	268	1
492	120	2
444	111	2
378	101	2
246	95	2
554	124	2
492	120	2
16	121	0
379	114	2
43	88	0
329	90	2
55	125	0
336	116	2
441	89	2
534	119	2
40	331	1
269	124	2
173	95	2
435	94	2
150	121	2
526	120	2
4	532	1
30	80	0
348	98	2
294	96	2
53	120	0
534	95	2
50	435	1
555	95	2
454	96	2
300	100	2
67	332	1
55	121	0
28	441	1
269	116	2
379	80	2
24	88	0
56	116	0
382	101	2
5	309	1
427	110	2
18	83	0
145	118	2
348	94	2
492	85	2
331	106	2
7	104	0
300	93	2
426	120	2
572	110	2
66	375	1
492	125	2
323	90	2
55	204	1
62	95	0
435	85	2
5	95	0
349	116	2
4	116	0
269	124	2
331	114	2
492	89	2
441	99	2
326	106	2
8	120	0
55	123	0
74	441	1
42	94	0
269	116	2
534	99	2
180	109	2
492	109	2
44	95	0
411	81	2
309	88	2
67	94	0
364	109	2
435	103	2
632	94	2
46	96	0
204	117	2
46	83	0
210	101	2
2	123	0
204	99	2
30	534	1
228	99	2
64	93	0
177	116	2
269	95	2
17	105	0
309	110	2
56	104	0
300	90	2
30	81	0
269	114	2
163	99	2
269	114	2
39	348	1
391	114	2
269	118	2
609	89	2
528	94	2
32	95	0
55	89	0
517	81	2
39	106	0
56	329	1
215	114	2
534	116	2
379	120	2
4	94	0
55	621	1
363	116	2
435	116	2
373	95	2
204	129	2
204	123	2
55	125	0
632	110	2
163	101	2
33	116	0
571	88	2
204	121	2
269	116	2
269	99	2
555	92	2
435	93	2
397	123	2
423	95	2
204	125	2
269	118	2
246	109	2
204	89	2
25	94	0
326	118	2
490	95	2
26	96	0
589	93	2
571	103	2
48	584	1
204	124	2
376	129	2
348	83	2
30	114	0
331	94	2
43	211	1
8	129	0
246	88	2
435	113	2
136	94	2
218	84	2
435	89	2
554	118	2
186	117	2
430	104	2
348	109	2
331	119	2
534	81	2
55	94	0
197	106	2
267	95	2
28	100	0
38	119	0
204	110	2
41	101	0
55	110	0
44	99	0
30	89	0
55	111	0
492	110	2
435	95	2
356	106	2
218	85	2
621	95	2
51	116	0
33	104	0
391	94	2
248	100	2
218	95	2
30	80	0
320	111	2
36	116	0
55	89	0
326	112	2
379	89	2
47	348	1
55	621	1
27	116	0
52	116	0
150	99	2
435	105	2
255	116	2
72	122	0
163	80	2
39	348	1
45	382	1
7	425	1
69	441	1
269	88	2
435	122	2
39	126	0
492	95	2
269	94	2
511	117	2
348	88	2
447	122	2
48	115	0
55	99	0
323	94	2
326	83	2
427	114	2
246	94	2
39	378	1
435	100	2
508	83	2
348	106	2
5	163	1
55	121	0
235	80	2
427	99	2
551	110	2
235	120	2
246	124	2
19	331	1
246	89	2
356	118	2
562	93	2
348	101	2
9	88	0
51	371	1
210	110	2
425	89	2
379	89	2
432	99	2
427	124	2
348	106	2
257	96	2
55	144	1
5	117	0
621	99	2
5	123	0
235	94	2
41	101	0
382	93	2
136	101	2
481	88	2
348	94	2
75	116	0
550	111	2
283	105	2
331	106	2
47	204	1
163	83	2
145	111	2
28	119	0
4	106	0
426	114	2
204	85	2
55	121	0
571	116	2
379	81	2
550	116	2
55	111	0
432	106	2
204	93	2
621	111	2
447	104	2
55	121	0
554	124	2
269	99	2
46	93	0
379	110	2
1	109	0
391	128	2
269	124	2
163	121	2
401	94	2
435	80	2
421	110	2
7	104	0
51	116	0
55	117	0
55	89	0
246	111	2
355	100	2
16	125	0
30	105	0
490	121	2
423	117	2
534	100	2
163	93	2
321	110	2
39	102	0
14	490	1
192	94	2
571	114	2
348	98	2
164	121	2
55	111	0
185	116	2
67	101	0
39	348	1
51	114	0
62	532	1
271	83	2
66	122	0
331	80	2
150	90	2
441	94	2
331	89	2
55	109	0
309	89	2
492	111	2
378	88	2
186	116	2
571	80	2
331	125	2
321	111	2
163	109	2
205	123	2
300	93	2
410	88	2
204	95	2
378	120	2
269	120	2
10	559	1
58	121	0
379	103	2
204	94	2
331	105	2
30	121	0
386	109	2
204	116	2
20	84	0
41	111	0
46	382	1
331	110	2
45	378	1
484	124	2
25	88	0
269	121	2
246	84	2
550	95	2
435	120	2
534	95	2
52	88	0
2	121	0
331	104	2
379	121	2
423	95	2
2	89	0
204	85	2
300	113	2
204	80	2
197	124	2
2	80	0
17	121	0
331	83	2
571	110	2
163	125	2
41	80	0
490	96	2
571	117	2
492	121	2
55	89	0
39	128	0
595	89	2
163	116	2
331	121	2
218	106	2
15	106	0
50	89	0
46	266	1
51	363	1
204	109	2
150	110	2
454	116	2
2	571	1
55	109	0
326	94	2
349	124	2
318	120	2
470	88	2
386	121	2
226	88	2
559	111	2
571	80	2
532	114	2
391	109	2
382	119	2
55	323	1
46	104	0
269	89	2
55	331	1
337	85	2
163	85	2
194	94	2
55	413	1
345	83	2
150	81	2
326	106	2
52	379	1
382	94	2
269	115	2
435	88	2
14	93	0
492	88	2
441	88	2
18	100	0
4	94	0
50	204	1
492	121	2
180	85	2
24	116	0
382	94	2
269	124	2
163	111	2
17	105	0
69	106	0
441	109	2
441	114	2
45	106	0
410	94	2
64	94	0
269	116	2
218	104	2
43	128	0
447	81	2
269	83	2
2	490	1
17	116	0
441	116	2
197	115	2
163	83	2
391	128	2
318	93	2
331	89	2
423	89	2
4	120	0
391	109	2
30	83	0
528	93	2
563	125	2
189	111	2
204	83	2
309	110	2
268	116	2
215	89	2
327	88	2
555	83	2
609	116	2
571	80	2
163	99	2
152	94	2
185	88	2
291	121	2
382	103	2
348	99	2
256	114	2
35	114	0
300	94	2
329	80	2
487	81	2
32	379	1
246	114	2
38	425	1
453	110	2
163	110	2
571	89	2
8	83	0
51	100	0
517	83	2
64	230	1
74	94	0
164	111	2
269	118	2
571	95	2
55	235	1
348	116	2
150	109	2
554	83	2
571	123	2
268	114	2
72	116	0
425	104	2
55	111	0
218	126	2
266	93	2
508	112	2
55	89	0
39	94	0
579	116	2
55	94	0
33	83	0
39	88	0
10	85	0
526	85	2
5	99	0
554	83	2
580	116	2
211	106	2
163	99	2
447	116	2
204	116	2
441	95	2
204	88	2
14	88	0
63	329	1
159	120	2
30	80	0
382	83	2
30	89	0
52	579	1
69	126	0
39	88	0
528	80	2
348	128	2
218	89	2
572	89	2
0	81	0
61	435	1
490	120	2
345	120	2
555	101	2
366	106	2
163	89	2
534	89	2
559	101	2
579	91	2
297	112	2
55	95	0
169	116	2
526	110	2
534	116	2
580	89	2
41	86	0
331	121	2
323	114	2
55	99	0
163	110	2
66	92	0
571	104	2
326	118	2
15	218	1
55	99	0
30	534	1
404	83	2
52	120	0
566	88	2
382	93	2
526	124	2
42	269	1
332	85	2
255	83	2
453	114	2
323	121	2
56	110	0
204	121	2
359	115	2
204	90	2
36	159	1
492	80	2
42	83	0
55	121	0
435	124	2
0	104	0
22	103	0
5	95	0
323	112	2
571	99	2
318	93	2
55	89	0
441	109	2
30	100	0
5	163	1
621	98	2
34	106	0
